KEY ID	Japanese
QCResAWasAtBNeg	{0}は{1}にいなかった
QCResAWasAtBNeg_QCCrewNoOne_ANY	
QCQstWhoWasWith_QCCrewMe	私と一緒にいたのは誰？
QCQstWhoWasWith	{0}と一緒にいたのは誰？
QCQstWhoWasWith_QCCrewNoOne	単独だったのは誰？
QCQstWhatWasADoing_QCCrewMe	
QCQstWhatWasADoing	{0}は何してた？
QCQstWhatWasADoing_QCCrewNoOne	
QCQstWhereWasA_QCCrewMe	
QCQstWhereWasA	{0}はどこにいた？
QCQstWhereWasA_QCCrewNoOne	
QCStaASawB_QCCrewMe_ANY	私は{1}を見た
QCStaASawB_QCCrewMe_QCCrewNoOne	私は誰も見なかった
QCStaASawB_QCCrewMe_QCCrewMe	
QCStaASawB_ANY_QCCrewMe	{0}が私を見た
QCStaASawB	{0}が{1}を見た
QCStaASawB_ANY_QCCrewNoOne	{0}は誰も見なかった
QCStaASawB_QCCrewNoOne_QCCrewMe	誰も私を見なかった
QCStaASawB_QCCrewNoOne_ANY	誰も{1}を見なかった
QCStaASawB_QCCrewNoOne_QCCrewNoOne	全員誰にも見られてない
QCStaAWasWithB_QCCrewMe_ANY	私は{1}と一緒にいた
QCStaAWasWithB_QCCrewMe_QCCrewNoOne	私は誰とも一緒じゃなかった
QCStaAWasWithB_QCCrewMe_QCCrewMe	
QCStaAWasWithB_ANY_QCCrewMe	{0}は私と一緒にいた
QCStaAWasWithB	{0}は{1}と一緒にいた
QCStaAWasWithB_ANY_QCCrewNoOne	{0}は誰とも一緒じゃなかった
QCStaAWasWithB_QCCrewNoOne_QCCrewMe	誰も私と一緒じゃなかった
QCStaAWasWithB_QCCrewNoOne_ANY	誰も{1}と一緒じゃなかった
QCStaAWasWithB_QCCrewNoOne_QCCrewNoOne	全員誰とも一緒じゃなかった
QCStaADidB_QCCrewMe_ANY	私は{1}をした
QCStaADidB	{0}が{1}をした
QCStaADidB_QCCrewNoOne_ANY	誰も{1}をしてない
QCStaASelfReported_QCCrewMe	自分で通報した
QCStaASelfReported	{0}が自分で通報した
QCStaASelfReported_QCCrewNoOne	誰も自分を通報しなかった
QCStaACalledMeeting_QCCrewMe	私が会議を招集した
QCStaACalledMeeting	{0}が会議を招集した
QCStaACalledMeeting_QCCrewNoOne	誰も会議を招集しなかった
QCMore	もっと
SecurityLogsSystem	セキュリティログ
SecurityCamsSystem	セキュリティカメラ
AdminMapSystem	管理室マップ
VitalsSystem	バイタルモニター
EngagementScreenSignIn	ログイン中…
SaveGameOutOfSpaceConfirm	続ける
EngagementScreen	ボタンを押して始める。
SaveGameOutOfSpaceMessage	保存せず続行しますか？
SaveGameOutOfSpaceConfirm	続行
SaveGameOutOfSpaceCancel	リトライ
Success	成功！
Failed	失敗！
ErrorCreate	アカウント作成中に問題が発生しました。後ほど改めてお試しください。
SuccessCreate	アカウントを作成できました！
Close	閉じる
ErrorLogIn	ログイン中に問題が発生しました。後ほど改めてお試しください。
SuccessLogIn	アカウントにログインしました！
AccountInfo	アカウント情報
Account	アカウント
UserName	ユーザーネーム
Height	身長
Weight	体重
SignIn	ログイン
CreateAccount	アカウントを作成
RequestPermission	許可を申請
RandomizeName	名前を無作為に選ぶ
AccountLinking	アカウントリンク
ChangeName	名前を変更
LogOut	ログアウト
GuardianWait	フリーチャットの利用、ならびにユーザーネームの変更には、保護者の方による承認が必要です。
EmailEdit	メールを編集
EmailResend	メールを再送
GuestContinue	ゲストとして続行
GuardianEmailSent	保護者の方にメールを送信しました
GuardianCheckEmail	ゲームの全機能をアンロックするには、送信したメールを保護者の方に確認してもらってください。
EditName	名前を編集
Name	名前
CreateAccountQuestion	アカウントを作成する？
DoYouWantCreate	アカウントを作成しますか？
PermissionRequired	承認が必要です
NeedPermissionText	続行するには、保護者の方にメールで申請する必要があります。保護者の方の承認が得られたら、オンラインでのフリーチャット利用およびユーザー名の変更が可能になります。大人の人に手伝ってもらいましょう！
GuardianEmailTitle	保護者のメール
Send	送信
NewEmail	新しいメール
ConfirmEmail	メールを確認
EditEmail	メールを編集
Loading	ロード中
Welcome	ようこそ
GuardianEmail	[保護者のメール]
	
BanButton	バン
KickButton	追い出す
ReportButton	通報
ReportConfirmation	以下のユーザーを報告しました。
ReportBadName	不適切な名前
ReportBadChat	不適切なチャット
ReportHacking	ハッキング/チートをしている
ReportHarassment	いやがらせ/不正行為
ReportWhy	このユーザーを報告する理由は何ですか？
DLLNotFoundAccountError	オンラインサービスに接続する際、問題が発生しました。この問題が解決するまでは、ローカルまたはフリープレイモードでしかプレイできません。後ほどお試しください。
ContinueOffline	オフラインでプレイ
WantToLogIn	今はアカウントにログインしていません。
GoOffline	オフライン
PlayAsGuest	ゲストとしてプレイ
LogInTitle	アカウントにログイン
LogInInfoText	・ゲストアカウントを使用すると、アカウントをリンクせずにオンラインでプレイできますが、デバイスを変更、またはAmong Usをアンインストールすると復元できません。\n・完全なアカウントにログインすると、後からいつでも再度ログインできます。アカウントをお持ちでない場合は、自動的にアカウントが作成されます。
LogInInfoTextSwitch	完全なアカウントにログインすると、後からいつでも再度ログインできます。アカウントをお持ちでない場合は、自動的にアカウントが作成されます。
ControllerDisconnectedMessage	コントローラーが接続されていません
FollowUs	今すぐフォロー！
	
QuickChatInstructionsStart	ゲーム内チャットが、クイックチャットのみに設定されています。
QuickChatInstructionsChild	他のチャットにアクセスするには、保護者の方の許可が必要です。
QuickChatInstructionsGuest	この変更にはログインが必要です。
QuickChatInstructionsFull	設定メニューから変更できます。
	
SwitchEShopBrowseAll	Nintendo eShopにある全アイテムを確認する
	
Download	ダウンロード
Upload	アップロード
pk05_davehat	デイブ・パンパの帽子
pk05_Ellie	エリー
pk05_Svenhat	スヴェンの髪と帽子
pk05_Burthat	バート・カーティスの帽子
pk05_Ellryhat	エルリーのモヒカン
pk05_monocles	ダブル・モノクル
pk05_cheesetoppat	チーズのシルクハット
pk05_Macbethhat	ミスター・マクベスのシルクハット
pk05_HenryToppat	ヘンリー・スティックミンのシルクハット
pk05_EllieToppat	エリー・ローズのシルクハット
pk05_GeoffreyToppat	ジェフリー・プラムのシルクハット
	
	
InsufficientStorageError	アセットパックのダウンロードに必要なストレージ容量が不足しています。空き容量を確保のうえ、再度お試しください。
NetworkError	ネットワークエラーが発生しました。接続設定をご確認のうえ、再度お試しください。
OtherDownloadError	エラー発生: {0}
DownloadingLabel	ダウンロード中 {0}
DownloadSizeLabel	ダウンロード可能容量: {0}MB
	
TimeRemaining	残り時間：{0}
DeadLabel	死亡
	
InviteFriends	フレンドを招待
	
NutriLabel	栄養素
CO2Label	二酸化炭素
RADLabel	放射線
WaterLabel	水やり
	
DoorlogLabel	ドアのログ
VitalsLabel	バイタル
OptionsLabel	カスタマイズ
ProceedLabel	進む
StartLabel	開始
UseLabel	使用
PlayAgain	もう一度プレイ
QuitLabel	終了
ReportLabel	通報
SabotageLabel	サボタージュ
VentLabel	通気孔
KillLabel	キル
DiscussLabel	議論スタート！
SkippedVoting	投票をスキップした
SkipVoteLabel	投票スキップ
EmergencyMeeting	緊急会議
BodyReported	死体が発見された
SkinLabel	スキン
HatLabel	ハット
PetLabel	ペット
AnnouncementLabel	お知らせ
	
UploadingLabel	アップロード中
ConnectionLabel	接続：
NoneLabel	なし
PoorLabel	弱
GoodLabel	強
LogLabel	ログ
ReadingLabel	気温測定
WeatherDataDownload	気象データダウンロード
AirshipBundle	Airshipバンドル
PolusBundle	Polusバンドル
PolusSkinBundle	Polusマップスキンバンドル
MiraBundle	Mira HQバンドル
MiraSkinBundle	Mira HQスキンバンドル
PetAlien2	ヒラガニペットバンドル
PetAlien1	ヒトツメスライムペットバンドル
PetAnimal	ハムスターペットバンドル
PetCrewmate	ミニクルーペットバンドル
PetStickmin	Stickminペットバンドル:
PrisonerSkin	囚人
Cyborg_RHM	サイボーグ・ライトハンドマン
CCC_Officer	CCC
BeginLabel	始める
QuietLabel	シーーッ！
VentCleaning	Venetを掃除
CleanUp	掃除する
ProgressLabel	進行：
TermsOfUseTitle	利用規約
PPAndToUTitle	プライバシーポリシーおよび利用規約
	
ErrorNotAuthenticated	Among Usサーバーで認証できませんでした。\r\n\nオンラインでプレイするには、Among Usアカウントが必要です（ゲストアカウントでもOK！）。
ComePlayDiscord	一緒にAmong Usをプレイしよう！ 
ShowAccountSupportID5	アカウントサポートIDを表示する
ShowAccountSupportID4	あと4回押して表示する
ShowAccountSupportID3	このIDを共有しないでください
ShowAccountSupportID2	ストリーミング中はクリックしないでください
ShowAccountSupportID1	このIDはぜひ表示したい
SupportIDLabel	サポートID: {0}
YouAreNotOnline	オンラインになっていません。
NoDeadBodiesFound	死体は発見されていない
SupportEmail	サポートが必要な場合は、support@innersloth.comへお問合せください。
PerfectLabel	接続問題なし
